stat rdma operate:
phase:3000
Type:rdma_send, src_node:0, src_port:0, dest_node:8, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:64, src_port:0, dest_node:80, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:72, src_port:0, dest_node:88, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:80, src_port:0, dest_node:64, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:88, src_port:0, dest_node:72, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:96, src_port:0, dest_node:112, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:104, src_port:0, dest_node:120, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:112, src_port:0, dest_node:96, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:120, src_port:0, dest_node:104, dst_port:0, priority:0, msg_len:64
phase:3000
Type:rdma_send, src_node:0, src_port:0, dest_node:16, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:8, src_port:0, dest_node:24, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:16, src_port:0, dest_node:0, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:24, src_port:0, dest_node:8, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:32, src_port:0, dest_node:48, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:40, src_port:0, dest_node:56, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:48, src_port:0, dest_node:32, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:56, src_port:0, dest_node:40, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:64, src_port:0, dest_node:80, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:72, src_port:0, dest_node:88, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:80, src_port:0, dest_node:64, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:88, src_port:0, dest_node:72, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:96, src_port:0, dest_node:112, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:104, src_port:0, dest_node:120, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:112, src_port:0, dest_node:96, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:120, src_port:0, dest_node:104, dst_port:0, priority:0, msg_len:33554432
phase:3000
Type:rdma_send, src_node:0, src_port:0, dest_node:16, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:8, src_port:0, dest_node:24, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:16, src_port:0, dest_node:0, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:24, src_port:0, dest_node:8, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:32, src_port:0, dest_node:48, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:40, src_port:0, dest_node:56, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:48, src_port:0, dest_node:32, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:56, src_port:0, dest_node:40, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:64, src_port:0, dest_node:80, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:72, src_port:0, dest_node:88, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:80, src_port:0, dest_node:64, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:88, src_port:0, dest_node:72, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:96, src_port:0, dest_node:112, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:104, src_port:0, dest_node:120, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:112, src_port:0, dest_node:96, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:120, src_port:0, dest_node:104, dst_port:0, priority:0, msg_len:64
phase:3000
Type:rdma_send, src_node:0, src_port:0, dest_node:32, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:8, src_port:0, dest_node:40, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:16, src_port:0, dest_node:48, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:24, src_port:0, dest_node:56, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:32, src_port:0, dest_node:0, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:40, src_port:0, dest_node:8, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:48, src_port:0, dest_node:16, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:56, src_port:0, dest_node:24, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:64, src_port:0, dest_node:96, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:72, src_port:0, dest_node:104, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:80, src_port:0, dest_node:112, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:88, src_port:0, dest_node:120, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:96, src_port:0, dest_node:64, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:104, src_port:0, dest_node:72, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:112, src_port:0, dest_node:80, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:120, src_port:0, dest_node:88, dst_port:0, priority:0, msg_len:64
phase:3000
Type:rdma_send, src_node:0, src_port:0, dest_node:32, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:8, src_port:0, dest_node:40, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:16, src_port:0, dest_node:48, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:24, src_port:0, dest_node:56, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:32, src_port:0, dest_node:0, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:40, src_port:0, dest_node:8, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:48, src_port:0, dest_node:16, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:56, src_port:0, dest_node:24, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:64, src_port:0, dest_node:96, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:72, src_port:0, dest_node:104, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:80, src_port:0, dest_node:112, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:88, src_port:0, dest_node:120, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:96, src_port:0, dest_node:64, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:104, src_port:0, dest_node:72, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:112, src_port:0, dest_node:80, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:120, src_port:0, dest_node:88, dst_port:0, priority:0, msg_len:16777216
phase:3000
Type:rdma_send, src_node:0, src_port:0, dest_node:32, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:8, src_port:0, dest_node:40, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:16, src_port:0, dest_node:48, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:24, src_port:0, dest_node:56, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:32, src_port:0, dest_node:0, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:40, src_port:0, dest_node:8, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:48, src_port:0, dest_node:16, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:56, src_port:0, dest_node:24, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:64, src_port:0, dest_node:96, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:72, src_port:0, dest_node:104, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:80, src_port:0, dest_node:112, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:88, src_port:0, dest_node:120, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:96, src_port:0, dest_node:64, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:104, src_port:0, dest_node:72, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:112, src_port:0, dest_node:80, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:120, src_port:0, dest_node:88, dst_port:0, priority:0, msg_len:64
phase:3000
Type:rdma_send, src_node:0, src_port:0, dest_node:64, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:8, src_port:0, dest_node:72, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:16, src_port:0, dest_node:80, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:24, src_port:0, dest_node:88, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:32, src_port:0, dest_node:96, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:40, src_port:0, dest_node:104, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:48, src_port:0, dest_node:112, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:56, src_port:0, dest_node:120, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:64, src_port:0, dest_node:0, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:72, src_port:0, dest_node:8, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:80, src_port:0, dest_node:16, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:88, src_port:0, dest_node:24, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:96, src_port:0, dest_node:32, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:104, src_port:0, dest_node:40, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:112, src_port:0, dest_node:48, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:120, src_port:0, dest_node:56, dst_port:0, priority:0, msg_len:64
phase:3000
Type:rdma_send, src_node:0, src_port:0, dest_node:64, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:8, src_port:0, dest_node:72, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:16, src_port:0, dest_node:80, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:24, src_port:0, dest_node:88, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:32, src_port:0, dest_node:96, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:40, src_port:0, dest_node:104, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:48, src_port:0, dest_node:112, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:56, src_port:0, dest_node:120, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:64, src_port:0, dest_node:0, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:72, src_port:0, dest_node:8, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:80, src_port:0, dest_node:16, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:88, src_port:0, dest_node:24, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:96, src_port:0, dest_node:32, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:104, src_port:0, dest_node:40, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:112, src_port:0, dest_node:48, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:120, src_port:0, dest_node:56, dst_port:0, priority:0, msg_len:8388608
phase:3000
Type:rdma_send, src_node:0, src_port:0, dest_node:64, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:8, src_port:0, dest_node:72, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:16, src_port:0, dest_node:80, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:24, src_port:0, dest_node:88, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:32, src_port:0, dest_node:96, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:40, src_port:0, dest_node:104, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:48, src_port:0, dest_node:112, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:56, src_port:0, dest_node:120, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:64, src_port:0, dest_node:0, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:72, src_port:0, dest_node:8, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:80, src_port:0, dest_node:16, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:88, src_port:0, dest_node:24, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:96, src_port:0, dest_node:32, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:104, src_port:0, dest_node:40, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:112, src_port:0, dest_node:48, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:120, src_port:0, dest_node:56, dst_port:0, priority:0, msg_len:64
phase:3000
Type:rdma_send, src_node:0, src_port:0, dest_node:64, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:8, src_port:0, dest_node:72, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:16, src_port:0, dest_node:80, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:24, src_port:0, dest_node:88, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:32, src_port:0, dest_node:96, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:40, src_port:0, dest_node:104, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:48, src_port:0, dest_node:112, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:56, src_port:0, dest_node:120, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:64, src_port:0, dest_node:0, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:72, src_port:0, dest_node:8, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:80, src_port:0, dest_node:16, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:88, src_port:0, dest_node:24, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:96, src_port:0, dest_node:32, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:104, src_port:0, dest_node:40, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:112, src_port:0, dest_node:48, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:120, src_port:0, dest_node:56, dst_port:0, priority:0, msg_len:64
phase:3000
Type:rdma_send, src_node:0, src_port:0, dest_node:64, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:8, src_port:0, dest_node:72, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:16, src_port:0, dest_node:80, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:24, src_port:0, dest_node:88, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:32, src_port:0, dest_node:96, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:40, src_port:0, dest_node:104, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:48, src_port:0, dest_node:112, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:56, src_port:0, dest_node:120, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:64, src_port:0, dest_node:0, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:72, src_port:0, dest_node:8, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:80, src_port:0, dest_node:16, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:88, src_port:0, dest_node:24, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:96, src_port:0, dest_node:32, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:104, src_port:0, dest_node:40, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:112, src_port:0, dest_node:48, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:120, src_port:0, dest_node:56, dst_port:0, priority:0, msg_len:8388608
phase:3000
Type:rdma_send, src_node:0, src_port:0, dest_node:64, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:8, src_port:0, dest_node:72, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:16, src_port:0, dest_node:80, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:24, src_port:0, dest_node:88, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:32, src_port:0, dest_node:96, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:40, src_port:0, dest_node:104, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:48, src_port:0, dest_node:112, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:56, src_port:0, dest_node:120, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:64, src_port:0, dest_node:0, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:72, src_port:0, dest_node:8, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:80, src_port:0, dest_node:16, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:88, src_port:0, dest_node:24, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:96, src_port:0, dest_node:32, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:104, src_port:0, dest_node:40, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:112, src_port:0, dest_node:48, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:120, src_port:0, dest_node:56, dst_port:0, priority:0, msg_len:64
phase:3000
Type:rdma_send, src_node:0, src_port:0, dest_node:32, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:8, src_port:0, dest_node:40, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:16, src_port:0, dest_node:48, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:24, src_port:0, dest_node:56, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:32, src_port:0, dest_node:0, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:40, src_port:0, dest_node:8, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:48, src_port:0, dest_node:16, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:56, src_port:0, dest_node:24, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:64, src_port:0, dest_node:96, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:72, src_port:0, dest_node:104, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:80, src_port:0, dest_node:112, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:88, src_port:0, dest_node:120, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:96, src_port:0, dest_node:64, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:104, src_port:0, dest_node:72, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:112, src_port:0, dest_node:80, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:120, src_port:0, dest_node:88, dst_port:0, priority:0, msg_len:64
phase:3000
Type:rdma_send, src_node:0, src_port:0, dest_node:32, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:8, src_port:0, dest_node:40, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:16, src_port:0, dest_node:48, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:24, src_port:0, dest_node:56, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:32, src_port:0, dest_node:0, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:40, src_port:0, dest_node:8, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:48, src_port:0, dest_node:16, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:56, src_port:0, dest_node:24, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:64, src_port:0, dest_node:96, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:72, src_port:0, dest_node:104, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:80, src_port:0, dest_node:112, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:88, src_port:0, dest_node:120, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:96, src_port:0, dest_node:64, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:104, src_port:0, dest_node:72, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:112, src_port:0, dest_node:80, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:120, src_port:0, dest_node:88, dst_port:0, priority:0, msg_len:16777216
phase:3000
Type:rdma_send, src_node:0, src_port:0, dest_node:32, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:8, src_port:0, dest_node:40, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:16, src_port:0, dest_node:48, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:24, src_port:0, dest_node:56, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:32, src_port:0, dest_node:0, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:40, src_port:0, dest_node:8, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:48, src_port:0, dest_node:16, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:56, src_port:0, dest_node:24, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:64, src_port:0, dest_node:96, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:72, src_port:0, dest_node:104, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:80, src_port:0, dest_node:112, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:88, src_port:0, dest_node:120, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:96, src_port:0, dest_node:64, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:104, src_port:0, dest_node:72, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:112, src_port:0, dest_node:80, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:120, src_port:0, dest_node:88, dst_port:0, priority:0, msg_len:64
phase:3000
Type:rdma_send, src_node:0, src_port:0, dest_node:16, dst_port:0, priority:0, msg_len:64
