stat rdma operate:
phase:3000
Type:rdma_send, src_node:0, src_port:0, dest_node:256, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:2816, src_port:0, dest_node:2304, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3072, src_port:0, dest_node:3584, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3328, src_port:0, dest_node:3840, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3584, src_port:0, dest_node:3072, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3840, src_port:0, dest_node:3328, dst_port:0, priority:0, msg_len:64
phase:3000
Type:rdma_send, src_node:0, src_port:0, dest_node:512, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:256, src_port:0, dest_node:768, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:512, src_port:0, dest_node:0, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:768, src_port:0, dest_node:256, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:1024, src_port:0, dest_node:1536, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:1280, src_port:0, dest_node:1792, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:1536, src_port:0, dest_node:1024, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:1792, src_port:0, dest_node:1280, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:2048, src_port:0, dest_node:2560, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:2304, src_port:0, dest_node:2816, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:2560, src_port:0, dest_node:2048, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:2816, src_port:0, dest_node:2304, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:3072, src_port:0, dest_node:3584, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:3328, src_port:0, dest_node:3840, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:3584, src_port:0, dest_node:3072, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:3840, src_port:0, dest_node:3328, dst_port:0, priority:0, msg_len:33554432
phase:3000
Type:rdma_send, src_node:0, src_port:0, dest_node:512, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:256, src_port:0, dest_node:768, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:512, src_port:0, dest_node:0, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:768, src_port:0, dest_node:256, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1024, src_port:0, dest_node:1536, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1280, src_port:0, dest_node:1792, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1536, src_port:0, dest_node:1024, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1792, src_port:0, dest_node:1280, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:2048, src_port:0, dest_node:2560, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:2304, src_port:0, dest_node:2816, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:2560, src_port:0, dest_node:2048, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:2816, src_port:0, dest_node:2304, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3072, src_port:0, dest_node:3584, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3328, src_port:0, dest_node:3840, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3584, src_port:0, dest_node:3072, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3840, src_port:0, dest_node:3328, dst_port:0, priority:0, msg_len:64
phase:3000
Type:rdma_send, src_node:0, src_port:0, dest_node:1024, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:256, src_port:0, dest_node:1280, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:512, src_port:0, dest_node:1536, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:768, src_port:0, dest_node:1792, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1024, src_port:0, dest_node:0, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1280, src_port:0, dest_node:256, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1536, src_port:0, dest_node:512, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1792, src_port:0, dest_node:768, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:2048, src_port:0, dest_node:3072, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:2304, src_port:0, dest_node:3328, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:2560, src_port:0, dest_node:3584, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:2816, src_port:0, dest_node:3840, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3072, src_port:0, dest_node:2048, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3328, src_port:0, dest_node:2304, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3584, src_port:0, dest_node:2560, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3840, src_port:0, dest_node:2816, dst_port:0, priority:0, msg_len:64
phase:3000
Type:rdma_send, src_node:0, src_port:0, dest_node:1024, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:256, src_port:0, dest_node:1280, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:512, src_port:0, dest_node:1536, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:768, src_port:0, dest_node:1792, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:1024, src_port:0, dest_node:0, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:1280, src_port:0, dest_node:256, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:1536, src_port:0, dest_node:512, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:1792, src_port:0, dest_node:768, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:2048, src_port:0, dest_node:3072, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:2304, src_port:0, dest_node:3328, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:2560, src_port:0, dest_node:3584, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:2816, src_port:0, dest_node:3840, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:3072, src_port:0, dest_node:2048, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:3328, src_port:0, dest_node:2304, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:3584, src_port:0, dest_node:2560, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:3840, src_port:0, dest_node:2816, dst_port:0, priority:0, msg_len:16777216
phase:3000
Type:rdma_send, src_node:0, src_port:0, dest_node:1024, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:256, src_port:0, dest_node:1280, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:512, src_port:0, dest_node:1536, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:768, src_port:0, dest_node:1792, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1024, src_port:0, dest_node:0, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1280, src_port:0, dest_node:256, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1536, src_port:0, dest_node:512, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1792, src_port:0, dest_node:768, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:2048, src_port:0, dest_node:3072, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:2304, src_port:0, dest_node:3328, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:2560, src_port:0, dest_node:3584, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:2816, src_port:0, dest_node:3840, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3072, src_port:0, dest_node:2048, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3328, src_port:0, dest_node:2304, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3584, src_port:0, dest_node:2560, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3840, src_port:0, dest_node:2816, dst_port:0, priority:0, msg_len:64
phase:3000
Type:rdma_send, src_node:0, src_port:0, dest_node:2048, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:256, src_port:0, dest_node:2304, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:512, src_port:0, dest_node:2560, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:768, src_port:0, dest_node:2816, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1024, src_port:0, dest_node:3072, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1280, src_port:0, dest_node:3328, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1536, src_port:0, dest_node:3584, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1792, src_port:0, dest_node:3840, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:2048, src_port:0, dest_node:0, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:2304, src_port:0, dest_node:256, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:2560, src_port:0, dest_node:512, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:2816, src_port:0, dest_node:768, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3072, src_port:0, dest_node:1024, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3328, src_port:0, dest_node:1280, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3584, src_port:0, dest_node:1536, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3840, src_port:0, dest_node:1792, dst_port:0, priority:0, msg_len:64
phase:3000
Type:rdma_send, src_node:0, src_port:0, dest_node:2048, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:256, src_port:0, dest_node:2304, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:512, src_port:0, dest_node:2560, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:768, src_port:0, dest_node:2816, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:1024, src_port:0, dest_node:3072, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:1280, src_port:0, dest_node:3328, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:1536, src_port:0, dest_node:3584, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:1792, src_port:0, dest_node:3840, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:2048, src_port:0, dest_node:0, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:2304, src_port:0, dest_node:256, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:2560, src_port:0, dest_node:512, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:2816, src_port:0, dest_node:768, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:3072, src_port:0, dest_node:1024, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:3328, src_port:0, dest_node:1280, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:3584, src_port:0, dest_node:1536, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:3840, src_port:0, dest_node:1792, dst_port:0, priority:0, msg_len:8388608
phase:3000
Type:rdma_send, src_node:0, src_port:0, dest_node:2048, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:256, src_port:0, dest_node:2304, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:512, src_port:0, dest_node:2560, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:768, src_port:0, dest_node:2816, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1024, src_port:0, dest_node:3072, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1280, src_port:0, dest_node:3328, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1536, src_port:0, dest_node:3584, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1792, src_port:0, dest_node:3840, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:2048, src_port:0, dest_node:0, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:2304, src_port:0, dest_node:256, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:2560, src_port:0, dest_node:512, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:2816, src_port:0, dest_node:768, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3072, src_port:0, dest_node:1024, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3328, src_port:0, dest_node:1280, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3584, src_port:0, dest_node:1536, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3840, src_port:0, dest_node:1792, dst_port:0, priority:0, msg_len:64
phase:3000
Type:rdma_send, src_node:0, src_port:0, dest_node:2048, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:256, src_port:0, dest_node:2304, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:512, src_port:0, dest_node:2560, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:768, src_port:0, dest_node:2816, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1024, src_port:0, dest_node:3072, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1280, src_port:0, dest_node:3328, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1536, src_port:0, dest_node:3584, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1792, src_port:0, dest_node:3840, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:2048, src_port:0, dest_node:0, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:2304, src_port:0, dest_node:256, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:2560, src_port:0, dest_node:512, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:2816, src_port:0, dest_node:768, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3072, src_port:0, dest_node:1024, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3328, src_port:0, dest_node:1280, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3584, src_port:0, dest_node:1536, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3840, src_port:0, dest_node:1792, dst_port:0, priority:0, msg_len:64
phase:3000
Type:rdma_send, src_node:0, src_port:0, dest_node:2048, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:256, src_port:0, dest_node:2304, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:512, src_port:0, dest_node:2560, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:768, src_port:0, dest_node:2816, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:1024, src_port:0, dest_node:3072, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:1280, src_port:0, dest_node:3328, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:1536, src_port:0, dest_node:3584, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:1792, src_port:0, dest_node:3840, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:2048, src_port:0, dest_node:0, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:2304, src_port:0, dest_node:256, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:2560, src_port:0, dest_node:512, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:2816, src_port:0, dest_node:768, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:3072, src_port:0, dest_node:1024, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:3328, src_port:0, dest_node:1280, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:3584, src_port:0, dest_node:1536, dst_port:0, priority:0, msg_len:8388608
Type:rdma_send, src_node:3840, src_port:0, dest_node:1792, dst_port:0, priority:0, msg_len:8388608
phase:3000
Type:rdma_send, src_node:0, src_port:0, dest_node:2048, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:256, src_port:0, dest_node:2304, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:512, src_port:0, dest_node:2560, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:768, src_port:0, dest_node:2816, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1024, src_port:0, dest_node:3072, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1280, src_port:0, dest_node:3328, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1536, src_port:0, dest_node:3584, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1792, src_port:0, dest_node:3840, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:2048, src_port:0, dest_node:0, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:2304, src_port:0, dest_node:256, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:2560, src_port:0, dest_node:512, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:2816, src_port:0, dest_node:768, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3072, src_port:0, dest_node:1024, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3328, src_port:0, dest_node:1280, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3584, src_port:0, dest_node:1536, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3840, src_port:0, dest_node:1792, dst_port:0, priority:0, msg_len:64
phase:3000
Type:rdma_send, src_node:0, src_port:0, dest_node:1024, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:256, src_port:0, dest_node:1280, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:512, src_port:0, dest_node:1536, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:768, src_port:0, dest_node:1792, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1024, src_port:0, dest_node:0, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1280, src_port:0, dest_node:256, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1536, src_port:0, dest_node:512, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1792, src_port:0, dest_node:768, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:2048, src_port:0, dest_node:3072, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:2304, src_port:0, dest_node:3328, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:2560, src_port:0, dest_node:3584, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:2816, src_port:0, dest_node:3840, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3072, src_port:0, dest_node:2048, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3328, src_port:0, dest_node:2304, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3584, src_port:0, dest_node:2560, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3840, src_port:0, dest_node:2816, dst_port:0, priority:0, msg_len:64
phase:3000
Type:rdma_send, src_node:0, src_port:0, dest_node:1024, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:256, src_port:0, dest_node:1280, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:512, src_port:0, dest_node:1536, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:768, src_port:0, dest_node:1792, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:1024, src_port:0, dest_node:0, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:1280, src_port:0, dest_node:256, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:1536, src_port:0, dest_node:512, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:1792, src_port:0, dest_node:768, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:2048, src_port:0, dest_node:3072, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:2304, src_port:0, dest_node:3328, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:2560, src_port:0, dest_node:3584, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:2816, src_port:0, dest_node:3840, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:3072, src_port:0, dest_node:2048, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:3328, src_port:0, dest_node:2304, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:3584, src_port:0, dest_node:2560, dst_port:0, priority:0, msg_len:16777216
Type:rdma_send, src_node:3840, src_port:0, dest_node:2816, dst_port:0, priority:0, msg_len:16777216
phase:3000
Type:rdma_send, src_node:0, src_port:0, dest_node:1024, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:256, src_port:0, dest_node:1280, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:512, src_port:0, dest_node:1536, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:768, src_port:0, dest_node:1792, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1024, src_port:0, dest_node:0, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1280, src_port:0, dest_node:256, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1536, src_port:0, dest_node:512, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1792, src_port:0, dest_node:768, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:2048, src_port:0, dest_node:3072, dst_port:0, priority:0, msg_len:64
